timestamp,cpu_usage,memory_usage,predicted_cpu_usage
2025-03-27 21:17:04.661414,81.40,58.60,89.79
2025-03-27 21:17:10.331950,44.50,58.20,92.00
2025-03-27 21:17:16.114300,53.60,58.50,85.38
2025-03-27 21:17:21.765713,39.30,58.80,93.35
2025-03-27 21:17:27.576310,48.00,58.70,91.90
2025-03-27 21:17:33.345175,48.10,55.20,69.87
2025-03-27 21:17:39.037990,46.70,52.00,64.92
2025-03-27 21:17:44.802472,53.90,48.40,49.44
2025-03-27 21:17:50.791409,70.10,49.10,40.74
2025-03-27 21:17:56.540595,79.50,50.10,37.65
2025-03-27 21:18:03.234861,86.20,52.00,42.59
2025-03-27 21:18:09.680067,82.20,53.50,56.67
2025-03-27 21:18:15.976923,69.40,53.60,60.65
2025-03-27 21:18:22.507656,78.50,53.60,70.72
2025-03-27 21:18:28.992341,69.60,53.80,74.67
2025-03-27 21:18:35.261102,82.50,53.60,80.15
2025-03-27 21:18:41.291007,79.00,53.70,84.68
2025-03-27 21:18:47.123090,49.10,53.90,84.41
2025-03-27 21:18:52.808834,48.50,54.00,78.37
2025-03-27 21:18:58.684901,61.40,52.90,71.99
2025-03-27 21:19:04.515523,57.50,53.30,66.40
2025-03-27 21:19:10.458436,57.80,53.60,64.33
2025-03-27 21:19:16.171524,54.90,53.50,64.00
2025-03-27 21:19:22.223221,69.80,52.70,57.76
2025-03-27 21:19:28.555516,54.10,52.60,56.49
2025-03-27 21:19:34.201352,34.00,52.30,50.37
2025-03-27 21:19:39.825863,59.10,52.30,50.62
2025-03-27 21:28:39.428080,85.20,61.40,58.88
2025-03-27 21:28:46.875813,70.00,61.50,59.71
2025-03-27 21:28:52.667829,65.70,61.60,57.40
2025-03-27 21:28:58.555773,59.80,61.80,59.97
2025-03-27 21:29:04.424979,55.30,62.20,61.40
2025-03-27 21:29:10.292665,57.10,62.40,62.74
2025-03-27 21:29:16.247291,66.50,58.80,60.46
2025-03-27 21:29:22.200123,72.70,59.30,67.74
2025-03-27 21:29:28.181494,69.30,59.60,73.90
2025-03-27 21:29:34.184431,65.00,59.80,65.24
2025-03-27 21:29:40.468919,75.50,60.10,57.19
2025-03-27 21:29:46.698058,75.40,62.40,62.10
2025-03-27 21:29:53.647442,86.60,60.20,65.61
2025-03-27 21:29:59.314198,52.50,63.70,70.98
2025-03-27 21:30:05.062838,57.70,64.60,74.54
2025-03-27 21:35:01.334255,47.70,51.10,74.44
